"arc_length","u","v","p"
0.641,-0.161439,-0.110631,3.35441
0.642,-0.160865,-0.111269,3.37735
0.643,-0.160291,-0.111908,3.4003
0.644,-0.159716,-0.112546,3.42324
0.645,-0.159142,-0.113185,3.44618
0.646,-0.158568,-0.113823,3.46913
0.647,-0.157994,-0.114462,3.49207
0.648,-0.15742,-0.1151,3.51501
0.649,-0.15681,-0.115725,3.5381
0.65,-0.156173,-0.116339,3.56129
0.651,-0.155537,-0.116954,3.58449
0.652,-0.1549,-0.117568,3.60768
0.653,-0.154263,-0.118183,3.63087
0.654,-0.153626,-0.118797,3.65407
0.655,-0.152989,-0.119411,3.67726
0.656,-0.152352,-0.120026,3.70046
0.657,-0.151666,-0.120621,3.72385
0.658,-0.150964,-0.12121,3.74732
0.659,-0.150261,-0.121798,3.77078
0.66,-0.149559,-0.122387,3.79425
0.661,-0.148856,-0.122976,3.81772
0.662,-0.148154,-0.123565,3.84118
0.663,-0.147451,-0.124154,3.86465
0.664,-0.146748,-0.124743,3.88811
0.665,-0.145981,-0.125306,3.91185
0.666,-0.14521,-0.125868,3.93561
0.667,-0.144438,-0.12643,3.95937
0.668,-0.143667,-0.126992,3.98313
0.669,-0.142895,-0.127554,4.00689
0.67,-0.142124,-0.128116,4.03065
0.671,-0.141352,-0.128678,4.05441
0.672,-0.140572,-0.129237,4.07821
0.673,-0.139728,-0.12977,4.10229
0.674,-0.138884,-0.130304,4.12637
0.675,-0.13804,-0.130838,4.15044
0.676,-0.137196,-0.131371,4.17452
0.677,-0.136353,-0.131905,4.1986
0.678,-0.135509,-0.132439,4.22268
0.679,-0.134665,-0.132973,4.24676
0.68,-0.133798,-0.133497,4.27094
0.681,-0.132878,-0.134001,4.29536
0.682,-0.131959,-0.134505,4.31979
0.683,-0.131039,-0.135009,4.34421
0.684,-0.13012,-0.135514,4.36863
0.685,-0.1292,-0.136018,4.39305
0.686,-0.128281,-0.136522,4.41748
0.687,-0.127362,-0.137026,4.4419
0.688,-0.126402,-0.137515,4.46651
0.689,-0.125404,-0.137988,4.4913
0.69,-0.124405,-0.138461,4.5161
0.691,-0.123407,-0.138934,4.5409
0.692,-0.122408,-0.139407,4.56569
0.693,-0.12141,-0.13988,4.59049
0.694,-0.120411,-0.140353,4.61528
0.695,-0.119412,-0.140826,4.64008
0.696,-0.118357,-0.141277,4.66515
0.697,-0.117276,-0.141718,4.69035
0.698,-0.116194,-0.142159,4.71555
0.699,-0.115113,-0.142599,4.74075
0.7,-0.114032,-0.14304,4.76595
0.701,-0.112951,-0.143481,4.79115
0.702,-0.111869,-0.143922,4.81635
0.703,-0.110788,-0.144362,4.84155
0.704,-0.109631,-0.144773,4.86713
0.705,-0.108464,-0.14518,4.89276
0.706,-0.107296,-0.145587,4.9184
0.707,-0.106128,-0.145994,4.94404
0.708,-0.104961,-0.146401,4.96967
0.709,-0.103793,-0.146808,4.99531
0.71,-0.102626,-0.147215,5.02095
0.711,-0.101452,-0.14762,5.04661
0.712,-0.100195,-0.147991,5.07272
0.713,-0.0989369,-0.148363,5.09883
0.714,-0.0976792,-0.148735,5.12494
0.715,-0.0964216,-0.149107,5.15105
0.716,-0.0951638,-0.149478,5.17716
0.717,-0.0939061,-0.14985,5.20327
0.718,-0.0926484,-0.150222,5.22938
0.719,-0.0913673,-0.150585,5.25561
0.72,-0.0900157,-0.15092,5.28224
0.721,-0.0886641,-0.151255,5.30886
0.722,-0.0873125,-0.15159,5.33548
0.723,-0.085961,-0.151925,5.3621
0.724,-0.0846094,-0.152261,5.38872
0.725,-0.0832578,-0.152596,5.41535
0.726,-0.0819062,-0.152931,5.44197
0.727,-0.0805119,-0.15325,5.46883
0.728,-0.0790625,-0.153547,5.49601
0.729,-0.0776132,-0.153844,5.52318
0.73,-0.0761638,-0.154141,5.55036
0.731,-0.0747145,-0.154439,5.57754
0.732,-0.0732652,-0.154736,5.60472
0.733,-0.0718158,-0.155033,5.63189
0.734,-0.0703664,-0.15533,5.65907
0.735,-0.0688535,-0.155603,5.68662
0.736,-0.0673025,-0.155861,5.7144
0.737,-0.0657514,-0.156119,5.74218
0.738,-0.0642004,-0.156377,5.76996
0.739,-0.0626493,-0.156635,5.79774
0.74,-0.0610982,-0.156893,5.82552
0.741,-0.0595472,-0.157151,5.8533
0.742,-0.0579962,-0.157409,5.88108
0.743,-0.0563592,-0.157634,5.90939
0.744,-0.0547023,-0.157851,5.93783
0.745,-0.0530456,-0.158068,5.96626
0.746,-0.0513888,-0.158285,5.9947
0.747,-0.049732,-0.158503,6.02313
0.748,-0.0480751,-0.15872,6.05157
0.749,-0.0464184,-0.158937,6.08
0.75,-0.0447616,-0.159154,6.10844
0.751,-0.042995,-0.15933,6.13758
0.752,-0.0412284,-0.159505,6.16673
0.753,-0.0394617,-0.15968,6.19587
0.754,-0.0376952,-0.159855,6.22502
0.755,-0.0359286,-0.16003,6.25416
0.756,-0.034162,-0.160206,6.28331
0.757,-0.0323953,-0.160381,6.31246
0.758,-0.0306073,-0.160548,6.34175
0.759,-0.0287268,-0.16068,6.37167
0.76,-0.0268463,-0.160812,6.40159
0.761,-0.0249658,-0.160944,6.43151
0.762,-0.0230851,-0.161075,6.46143
0.763,-0.0212046,-0.161207,6.49135
0.764,-0.0193241,-0.161339,6.52127
0.765,-0.0174435,-0.161471,6.55119
0.766,-0.0155187,-0.161586,6.58143
0.767,-0.0135199,-0.161673,6.61219
0.768,-0.0115213,-0.16176,6.64296
0.769,-0.00952261,-0.161848,6.67372
0.77,-0.00752395,-0.161935,6.70449
0.771,-0.00552517,-0.162022,6.73525
0.772,-0.00352651,-0.162109,6.76602
0.773,-0.00152786,-0.162196,6.79678
0.774,0.000539628,-0.162258,6.82806
0.775,0.00266064,-0.162299,6.85975
0.776,0.00478178,-0.16234,6.89144
0.777,0.0069028,-0.162381,6.92312
0.778,0.00902382,-0.162422,6.95481
0.779,0.0111448,-0.162464,6.9865
0.78,0.0132658,-0.162505,7.01818
0.781,0.015387,-0.162546,7.04987
0.782,0.017603,-0.162552,7.08231
0.783,0.0198506,-0.162546,7.11501
0.784,0.0220982,-0.16254,7.1477
0.785,0.024346,-0.162534,7.1804
0.786,0.0265936,-0.162528,7.21309
0.787,0.0288413,-0.162522,7.24579
0.788,0.0310889,-0.162516,7.27848
0.789,0.0333366,-0.16251,7.31118
0.79,0.0357071,-0.162458,7.34491
0.791,0.0380856,-0.162404,7.37871
0.792,0.0404642,-0.16235,7.41251
0.793,0.0428427,-0.162295,7.44631
0.794,0.0452214,-0.162241,7.48011
0.795,0.0476,-0.162186,7.51391
0.796,0.0499785,-0.162132,7.54771
0.797,0.052374,-0.162071,7.58166
0.798,0.0548877,-0.161967,7.61667
0.799,0.0574017,-0.161863,7.65169
0.8,0.0599155,-0.161759,7.6867
0.801,0.0624292,-0.161655,7.72172
0.802,0.064943,-0.161551,7.75673
0.803,0.0674568,-0.161447,7.79174
0.804,0.0699707,-0.161343,7.82676
0.805,0.0725281,-0.161223,7.86219
0.806,0.0751815,-0.161068,7.89854
0.807,0.0778348,-0.160913,7.93489
0.808,0.0804883,-0.160758,7.97124
0.809,0.0831417,-0.160603,8.00759
0.81,0.085795,-0.160448,8.04394
0.811,0.0884484,-0.160294,8.08029
0.812,0.0911017,-0.160139,8.11664
0.813,0.0938272,-0.159958,8.15373
0.814,0.0966244,-0.159751,8.19155
0.815,0.0994217,-0.159545,8.22938
0.816,0.102219,-0.159338,8.2672
0.817,0.105016,-0.159131,8.30503
0.818,0.107814,-0.158925,8.34286
0.819,0.110611,-0.158718,8.38068
0.82,0.113408,-0.158511,8.41851
0.821,0.116307,-0.158268,8.45745
0.822,0.119253,-0.158009,8.49691
0.823,0.122198,-0.157749,8.53637
0.824,0.125144,-0.15749,8.57583
0.825,0.128089,-0.15723,8.61529
0.826,0.131035,-0.156971,8.65474
0.827,0.13398,-0.156711,8.6942
0.828,0.136926,-0.156452,8.73366
0.829,0.140005,-0.156145,8.77471
0.83,0.143103,-0.155832,8.81598
0.831,0.146201,-0.155518,8.85725
0.832,0.149299,-0.155205,8.89852
0.833,0.152397,-0.154892,8.93979
0.834,0.155495,-0.154578,8.98106
0.835,0.158593,-0.154265,9.02234
0.836,0.161701,-0.153948,9.06374
0.837,0.164956,-0.15358,9.10703
0.838,0.168211,-0.153212,9.15032
0.839,0.171466,-0.152844,9.19361
0.84,0.174721,-0.152476,9.23691
0.841,0.177976,-0.152108,9.2802
0.842,0.181231,-0.15174,9.32349
0.843,0.184486,-0.151371,9.36679
0.844,0.187781,-0.15099,9.41064
0.845,0.191197,-0.150566,9.4562
0.846,0.194613,-0.150142,9.50176
0.847,0.198029,-0.149719,9.54731
0.848,0.201445,-0.149295,9.59286
0.849,0.204861,-0.148871,9.63842
0.85,0.208277,-0.148448,9.68398
0.851,0.211693,-0.148024,9.72953
0.852,0.215181,-0.147576,9.7762
0.853,0.218763,-0.147096,9.8243
0.854,0.222344,-0.146616,9.87239
0.855,0.225926,-0.146136,9.92049
0.856,0.229507,-0.145656,9.96859
0.857,0.233088,-0.145176,10.0167
0.858,0.23667,-0.144696,10.0648
0.859,0.240251,-0.144216,10.1129
0.86,0.243939,-0.143701,10.1628
0.861,0.24769,-0.143164,10.2137
0.862,0.25144,-0.142627,10.2647
0.863,0.255191,-0.14209,10.3157
0.864,0.258942,-0.141553,10.3666
0.865,0.262693,-0.141016,10.4176
0.866,0.266444,-0.14048,10.4686
0.867,0.270195,-0.139943,10.5196
0.868,0.274087,-0.139359,10.5732
0.869,0.278012,-0.138765,10.6274
0.87,0.281936,-0.138171,10.6816
0.871,0.285861,-0.137576,10.7359
0.872,0.289786,-0.136982,10.7901
0.873,0.29371,-0.136387,10.8443
0.874,0.297635,-0.135793,10.8986
0.875,0.301559,-0.135199,10.9528
0.876,0.305662,-0.134547,11.0107
0.877,0.309764,-0.133894,11.0687
0.878,0.313866,-0.133242,11.1267
0.879,0.317969,-0.13259,11.1846
0.88,0.322071,-0.131937,11.2426
0.881,0.326173,-0.131285,11.3005
0.882,0.330276,-0.130633,11.3585
0.883,0.334412,-0.12997,11.4172
0.884,0.338696,-0.129259,11.4795
0.885,0.34298,-0.128549,11.5417
0.886,0.347264,-0.127838,11.604
0.887,0.351548,-0.127127,11.6662
0.888,0.355832,-0.126417,11.7285
0.889,0.360116,-0.125706,11.7907
0.89,0.3644,-0.124996,11.853
0.891,0.368753,-0.124263,11.9171
0.892,0.373223,-0.123494,11.9843
0.893,0.377692,-0.122725,12.0515
0.894,0.382162,-0.121956,12.1188
0.895,0.386631,-0.121187,12.186
0.896,0.391101,-0.120418,12.2532
0.897,0.39557,-0.119649,12.3204
0.898,0.40004,-0.11888,12.3877
0.899,0.404616,-0.118078,12.4582
0.9,0.409275,-0.11725,12.5312
0.901,0.413934,-0.116422,12.6043
0.902,0.418593,-0.115595,12.6774
0.903,0.423251,-0.114767,12.7504
0.904,0.42791,-0.113939,12.8235
0.905,0.432569,-0.113112,12.8965
0.906,0.437228,-0.112284,12.9696
0.907,0.442032,-0.111412,13.0478
0.908,0.446884,-0.110526,13.1278
0.909,0.451735,-0.10964,13.2078
0.91,0.456588,-0.108754,13.2878
0.911,0.461439,-0.107867,13.3677
0.912,0.466291,-0.106981,13.4477
0.913,0.471143,-0.106095,13.5277
0.914,0.475995,-0.105209,13.6076
0.915,0.481031,-0.104268,13.6954
0.916,0.48608,-0.103323,13.7837
0.917,0.491128,-0.102378,13.8719
0.918,0.496177,-0.101434,13.9602
0.919,0.501225,-0.100489,14.0485
0.92,0.506274,-0.0995442,14.1368
0.921,0.511322,-0.0985995,14.225
0.922,0.516396,-0.0976476,14.3146
0.923,0.521644,-0.0966448,14.413
0.924,0.526893,-0.095642,14.5114
0.925,0.532141,-0.0946392,14.6097
0.926,0.53739,-0.0936364,14.7081
0.927,0.542638,-0.0926336,14.8065
0.928,0.547886,-0.0916309,14.9049
0.929,0.553135,-0.090628,15.0033
0.93,0.558447,-0.0896072,15.1056
0.931,0.563899,-0.0885468,15.2166
0.932,0.569351,-0.0874863,15.3276
0.933,0.574803,-0.0864258,15.4386
0.934,0.580255,-0.0853654,15.5496
0.935,0.585706,-0.084305,15.6605
0.936,0.591158,-0.0832445,15.7715
0.937,0.59661,-0.0821841,15.8825
0.938,0.602165,-0.0810951,16.0015
0.939,0.607824,-0.0799776,16.1285
0.94,0.613482,-0.0788601,16.2555
0.941,0.61914,-0.0777426,16.3825
0.942,0.624799,-0.0766251,16.5095
0.943,0.630457,-0.0755075,16.6365
0.944,0.636115,-0.07439,16.7636
0.945,0.641774,-0.0732725,16.8906
0.946,0.647576,-0.0721163,17.0321
0.947,0.653444,-0.0709425,17.1802
0.948,0.659312,-0.0697687,17.3282
0.949,0.66518,-0.0685949,17.4763
0.95,0.671048,-0.0674212,17.6244
0.951,0.676916,-0.0662474,17.7725
0.952,0.682784,-0.0650735,17.9206
0.953,0.688652,-0.0638997,18.0687
0.954,0.694705,-0.0626775,18.242
0.955,0.700786,-0.0614484,18.4189
0.956,0.706866,-0.0602193,18.5958
0.957,0.712947,-0.0589901,18.7727
0.958,0.719027,-0.0577609,18.9497
0.959,0.725107,-0.0565318,19.1266
0.96,0.731187,-0.0553027,19.3035
0.961,0.737281,-0.0540701,19.4831
0.962,0.743577,-0.0527867,19.7018
0.963,0.749872,-0.0515033,19.9205
0.964,0.756168,-0.0502199,20.1392
0.965,0.762463,-0.0489366,20.3579
0.966,0.768759,-0.0476531,20.5766
0.967,0.775054,-0.0463697,20.7953
0.968,0.78135,-0.0450863,21.014
0.969,0.7877,-0.0437897,21.249
0.97,0.794213,-0.0424533,21.5333
0.971,0.800726,-0.0411169,21.8176
0.972,0.80724,-0.0397806,22.1019
0.973,0.813753,-0.0384442,22.3861
0.974,0.820266,-0.0371079,22.6704
0.975,0.826779,-0.0357714,22.9547
0.976,0.833293,-0.0344351,23.2389
0.977,0.839902,-0.0330762,23.5757
0.978,0.846635,-0.0316883,23.9801
0.979,0.853369,-0.0303005,24.3845
0.98,0.860102,-0.0289125,24.7888
0.981,0.866836,-0.0275246,25.1932
0.982,0.873569,-0.0261368,25.5975
0.983,0.880302,-0.0247489,26.0019
0.984,0.887036,-0.0233609,26.4063
0.985,0.893908,-0.0219419,26.9811
0.986,0.900864,-0.0205042,27.6583
0.987,0.90782,-0.0190664,28.3355
0.988,0.914776,-0.0176287,29.0126
0.989,0.921732,-0.0161908,29.6898
0.99,0.928688,-0.0147531,30.367
0.991,0.935643,-0.0133153,31.0442
0.992,0.942599,-0.0118776,31.7213
0.993,0.949737,-0.0104008,32.4179
0.994,0.956918,-0.00891491,33.119
0.995,0.964098,-0.00742911,33.8201
0.996,0.971278,-0.0059433,34.5212
0.997,0.978459,-0.0044575,35.2223
0.998,0.985639,-0.00297161,35.9234
0.999,0.99282,-0.0014858,36.6245
1,1,0,37.3256
