"arc_length","u","v","p"
0.185,-0.0933188,0.175926,-7.21146
0.186,-0.0937278,0.176131,-7.14464
0.187,-0.0941367,0.176337,-7.07782
0.188,-0.094544,0.176513,-7.01297
0.189,-0.0949498,0.17666,-6.9501
0.19,-0.0953556,0.176806,-6.88723
0.191,-0.0957614,0.176953,-6.82436
0.192,-0.0961672,0.1771,-6.7615
0.193,-0.096573,0.177247,-6.69863
0.194,-0.0969788,0.177394,-6.63576
0.195,-0.0973846,0.177541,-6.57289
0.196,-0.0977885,0.177649,-6.51256
0.197,-0.0981915,0.177739,-6.45339
0.198,-0.0985945,0.177828,-6.39421
0.199,-0.0989975,0.177918,-6.33504
0.2,-0.0994005,0.178008,-6.27587
0.201,-0.0998034,0.178098,-6.21669
0.202,-0.100206,0.178188,-6.15752
0.203,-0.100609,0.178278,-6.09835
0.204,-0.10101,0.178319,-6.04221
0.205,-0.101411,0.178354,-5.9865
0.206,-0.101811,0.178388,-5.93079
0.207,-0.102212,0.178423,-5.87508
0.208,-0.102612,0.178457,-5.81937
0.209,-0.103013,0.178492,-5.76367
0.21,-0.103413,0.178526,-5.70796
0.211,-0.103813,0.178557,-5.65245
0.212,-0.104212,0.178538,-5.6
0.213,-0.10461,0.178518,-5.54755
0.214,-0.105008,0.178499,-5.4951
0.215,-0.105406,0.178479,-5.44264
0.216,-0.105805,0.17846,-5.39019
0.217,-0.106203,0.17844,-5.33774
0.218,-0.106601,0.178421,-5.28529
0.219,-0.106999,0.178388,-5.2336
0.22,-0.107395,0.178316,-5.18421
0.221,-0.107791,0.178245,-5.13483
0.222,-0.108187,0.178173,-5.08544
0.223,-0.108584,0.178101,-5.03606
0.224,-0.10898,0.178029,-4.98667
0.225,-0.109376,0.177957,-4.93728
0.226,-0.109772,0.177886,-4.8879
0.227,-0.110168,0.177792,-4.83978
0.228,-0.110562,0.177669,-4.79328
0.229,-0.110956,0.177547,-4.74679
0.23,-0.111351,0.177424,-4.70029
0.231,-0.111745,0.177302,-4.6538
0.232,-0.112139,0.177179,-4.60731
0.233,-0.112533,0.177057,-4.56081
0.234,-0.112928,0.176934,-4.51432
0.235,-0.113321,0.176781,-4.46953
0.236,-0.113714,0.17661,-4.42577
0.237,-0.114106,0.176438,-4.38201
0.238,-0.114499,0.176267,-4.33825
0.239,-0.114892,0.176096,-4.29449
0.24,-0.115284,0.175924,-4.25073
0.241,-0.115677,0.175753,-4.20697
0.242,-0.116069,0.175581,-4.16321
0.243,-0.116461,0.175371,-4.12155
0.244,-0.116852,0.175153,-4.08038
0.245,-0.117243,0.174934,-4.0392
0.246,-0.117634,0.174715,-3.99803
0.247,-0.118025,0.174496,-3.95685
0.248,-0.118416,0.174277,-3.91568
0.249,-0.118807,0.174059,-3.87451
0.25,-0.119198,0.17384,-3.83333
0.251,-0.119587,0.173576,-3.79461
0.252,-0.119977,0.173311,-3.75588
0.253,-0.120366,0.173047,-3.71715
0.254,-0.120756,0.172783,-3.67843
0.255,-0.121145,0.172518,-3.6397
0.256,-0.121535,0.172254,-3.60098
0.257,-0.121924,0.17199,-3.56225
0.258,-0.122314,0.171717,-3.52396
0.259,-0.122702,0.171409,-3.48756
0.26,-0.12309,0.171101,-3.45115
0.261,-0.123478,0.170793,-3.41475
0.262,-0.123866,0.170484,-3.37835
0.263,-0.124254,0.170176,-3.34194
0.264,-0.124642,0.169868,-3.30554
0.265,-0.12503,0.16956,-3.26913
0.266,-0.125417,0.169236,-3.23356
0.267,-0.125803,0.168886,-3.19935
0.268,-0.12619,0.168535,-3.16515
0.269,-0.126576,0.168185,-3.13095
0.27,-0.126963,0.167835,-3.09674
0.271,-0.127349,0.167484,-3.06254
0.272,-0.127736,0.167134,-3.02834
0.273,-0.128123,0.166784,-2.99414
0.274,-0.128508,0.166411,-2.96111
0.275,-0.128893,0.16602,-2.929
0.276,-0.129278,0.165629,-2.89688
0.277,-0.129663,0.165239,-2.86477
0.278,-0.130048,0.164848,-2.83266
0.279,-0.130433,0.164457,-2.80054
0.28,-0.130818,0.164067,-2.76843
0.281,-0.131203,0.163676,-2.73632
0.282,-0.131587,0.163256,-2.70569
0.283,-0.13197,0.162827,-2.67556
0.284,-0.132354,0.162398,-2.64543
0.285,-0.132737,0.161968,-2.6153
0.286,-0.13312,0.161539,-2.58516
0.287,-0.133504,0.16111,-2.55503
0.288,-0.133887,0.16068,-2.5249
0.289,-0.134271,0.160251,-2.49477
0.29,-0.134652,0.159787,-2.4664
0.291,-0.135034,0.159321,-2.43815
0.292,-0.135416,0.158855,-2.4099
0.293,-0.135797,0.158388,-2.38165
0.294,-0.136179,0.157922,-2.3534
0.295,-0.136561,0.157456,-2.32515
0.296,-0.136942,0.156989,-2.2969
0.297,-0.137324,0.156519,-2.26888
0.298,-0.137704,0.156017,-2.24241
0.299,-0.138084,0.155516,-2.21595
0.3,-0.138463,0.155014,-2.18948
0.301,-0.138843,0.154513,-2.16302
0.302,-0.139223,0.154011,-2.13656
0.303,-0.139603,0.15351,-2.11009
0.304,-0.139983,0.153008,-2.08363
0.305,-0.140362,0.152496,-2.05769
0.306,-0.14074,0.151961,-2.03292
0.307,-0.141117,0.151426,-2.00815
0.308,-0.141495,0.150891,-1.98337
0.309,-0.141873,0.150356,-1.9586
0.31,-0.142251,0.149821,-1.93383
0.311,-0.142628,0.149286,-1.90906
0.312,-0.143006,0.148751,-1.88429
0.313,-0.143383,0.1482,-1.86032
0.314,-0.143758,0.147633,-1.83715
0.315,-0.144134,0.147066,-1.81398
0.316,-0.144509,0.146499,-1.79082
0.317,-0.144885,0.145932,-1.76765
0.318,-0.14526,0.145365,-1.74448
0.319,-0.145636,0.144798,-1.72132
0.32,-0.146011,0.144231,-1.69815
0.321,-0.146385,0.143643,-1.67603
0.322,-0.146758,0.143046,-1.65438
0.323,-0.147131,0.142449,-1.63273
0.324,-0.147504,0.141851,-1.61109
0.325,-0.147877,0.141254,-1.58944
0.326,-0.14825,0.140657,-1.56779
0.327,-0.148623,0.14006,-1.54615
0.328,-0.148995,0.139462,-1.5245
0.329,-0.149366,0.13884,-1.50411
0.33,-0.149736,0.138214,-1.4839
0.331,-0.150106,0.137588,-1.46369
0.332,-0.150476,0.136963,-1.44348
0.333,-0.150846,0.136337,-1.42327
0.334,-0.151216,0.135711,-1.40307
0.335,-0.151586,0.135085,-1.38286
0.336,-0.151956,0.134457,-1.36273
0.337,-0.152323,0.133804,-1.34388
0.338,-0.15269,0.133152,-1.32503
0.339,-0.153057,0.132499,-1.30618
0.34,-0.153424,0.131846,-1.28733
0.341,-0.15379,0.131193,-1.26848
0.342,-0.154157,0.13054,-1.24963
0.343,-0.154524,0.129887,-1.23078
0.344,-0.15489,0.129228,-1.21225
0.345,-0.155253,0.128549,-1.19469
0.346,-0.155616,0.127871,-1.17712
0.347,-0.15598,0.127192,-1.15955
0.348,-0.156343,0.126514,-1.14198
0.349,-0.156706,0.125836,-1.12442
0.35,-0.157069,0.125157,-1.10685
0.351,-0.157432,0.124479,-1.08928
0.352,-0.157794,0.12379,-1.07224
0.353,-0.158153,0.123087,-1.05588
0.354,-0.158512,0.122385,-1.03952
0.355,-0.158871,0.121683,-1.02316
0.356,-0.15923,0.12098,-1.0068
0.357,-0.15959,0.120278,-0.990441
0.358,-0.159949,0.119575,-0.974081
0.359,-0.160308,0.118873,-0.957721
0.36,-0.160664,0.118157,-0.94207
0.361,-0.161019,0.117432,-0.926845
0.362,-0.161373,0.116707,-0.91162
0.363,-0.161728,0.115982,-0.896395
0.364,-0.162082,0.115257,-0.88117
0.365,-0.162437,0.114532,-0.865945
0.366,-0.162791,0.113807,-0.85072
0.367,-0.163146,0.113082,-0.835495
0.368,-0.163496,0.11234,-0.821135
0.369,-0.163846,0.111594,-0.806974
0.37,-0.164195,0.110849,-0.792813
0.371,-0.164545,0.110103,-0.778652
0.372,-0.164894,0.109357,-0.764491
0.373,-0.165244,0.108611,-0.75033
0.374,-0.165593,0.107865,-0.736169
0.375,-0.165943,0.107119,-0.722009
0.376,-0.166286,0.106354,-0.708843
0.377,-0.16663,0.105588,-0.695676
0.378,-0.166974,0.104823,-0.68251
0.379,-0.167317,0.104057,-0.669344
0.38,-0.167661,0.103292,-0.656178
0.381,-0.168005,0.102526,-0.643012
0.382,-0.168348,0.101761,-0.629846
0.383,-0.168691,0.100992,-0.616854
0.384,-0.169028,0.100208,-0.604614
0.385,-0.169366,0.0994243,-0.592375
0.386,-0.169703,0.0986406,-0.580136
0.387,-0.17004,0.097857,-0.567897
0.388,-0.170378,0.0970733,-0.555657
0.389,-0.170715,0.0962896,-0.543418
0.39,-0.171052,0.0955059,-0.531179
0.391,-0.171387,0.0947159,-0.519262
0.392,-0.171717,0.0939154,-0.507883
0.393,-0.172048,0.0931149,-0.496504
0.394,-0.172378,0.0923144,-0.485125
0.395,-0.172708,0.0915139,-0.473746
0.396,-0.173038,0.0907134,-0.462367
0.397,-0.173369,0.0899129,-0.450987
0.398,-0.173699,0.0891124,-0.439609
0.399,-0.174025,0.0883032,-0.428677
0.4,-0.174347,0.0874872,-0.418092
0.401,-0.17467,0.0866712,-0.407507
0.402,-0.174992,0.0858552,-0.396923
0.403,-0.175315,0.0850393,-0.386338
0.404,-0.175637,0.0842233,-0.375754
0.405,-0.175959,0.0834073,-0.365169
0.406,-0.176282,0.0825913,-0.354585
0.407,-0.176598,0.0817647,-0.344548
0.408,-0.176912,0.0809346,-0.334693
0.409,-0.177225,0.0801044,-0.324839
0.41,-0.177539,0.0792743,-0.314984
0.411,-0.177853,0.0784441,-0.30513
0.412,-0.178167,0.0776139,-0.295275
0.413,-0.178481,0.0767838,-0.285421
0.414,-0.178794,0.0759536,-0.275566
0.415,-0.179099,0.0751114,-0.266336
0.416,-0.179404,0.0742684,-0.257148
0.417,-0.179708,0.0734253,-0.24796
0.418,-0.180012,0.0725823,-0.238772
0.419,-0.180316,0.0717393,-0.229584
0.42,-0.180621,0.0708962,-0.220396
0.421,-0.180925,0.0700532,-0.211207
0.422,-0.181228,0.0692087,-0.202095
0.423,-0.181522,0.068354,-0.19351
0.424,-0.181816,0.0674994,-0.184925
0.425,-0.182109,0.0666447,-0.17634
0.426,-0.182403,0.06579,-0.167755
0.427,-0.182697,0.0649354,-0.159171
0.428,-0.182991,0.0640807,-0.150586
0.429,-0.183285,0.0632261,-0.142001
0.43,-0.183575,0.0623681,-0.133586
0.431,-0.183857,0.0615031,-0.125542
0.432,-0.18414,0.060638,-0.117498
0.433,-0.184422,0.059773,-0.109455
0.434,-0.184704,0.0589079,-0.101412
0.435,-0.184987,0.0580429,-0.0933679
0.436,-0.185269,0.0571778,-0.0853245
0.437,-0.185552,0.0563128,-0.0772808
0.438,-0.185828,0.0554431,-0.0694772
0.439,-0.186098,0.0545689,-0.0619132
0.44,-0.186367,0.0536946,-0.0543494
0.441,-0.186637,0.0528204,-0.0467854
0.442,-0.186907,0.0519462,-0.0392216
0.443,-0.187177,0.0510719,-0.0316578
0.444,-0.187447,0.0501977,-0.0240938
0.445,-0.187717,0.0493235,-0.01653
0.446,-0.187977,0.0484437,-0.00925376
0.447,-0.188233,0.0475615,-0.00210854
0.448,-0.18849,0.0466793,0.00503689
0.449,-0.188746,0.0457971,0.0121821
0.45,-0.189002,0.0449149,0.0193273
0.451,-0.189258,0.0440326,0.0264728
0.452,-0.189514,0.0431504,0.033618
0.453,-0.189771,0.0422682,0.0407634
0.454,-0.190014,0.04138,0.0475954
0.455,-0.190255,0.040491,0.0543829
0.456,-0.190497,0.0396019,0.0611701
0.457,-0.190738,0.0387129,0.0679574
0.458,-0.190979,0.0378239,0.0747448
0.459,-0.191221,0.0369348,0.0815321
0.46,-0.191462,0.0360458,0.0883195
0.461,-0.191703,0.0351564,0.0950882
0.462,-0.191928,0.0342617,0.101578
0.463,-0.192153,0.033367,0.108067
0.464,-0.192378,0.0324724,0.114557
0.465,-0.192604,0.0315777,0.121047
0.466,-0.192829,0.030683,0.127536
0.467,-0.193054,0.0297883,0.134026
0.468,-0.19328,0.0288936,0.140515
0.469,-0.1935,0.0279978,0.146946
0.47,-0.193708,0.0270986,0.153197
0.471,-0.193916,0.0261994,0.159449
0.472,-0.194124,0.0253002,0.165701
0.473,-0.194332,0.024401,0.171953
0.474,-0.19454,0.0235018,0.178204
0.475,-0.194747,0.0226026,0.184456
0.476,-0.194955,0.0217034,0.190708
0.477,-0.195155,0.0208028,0.196882
0.478,-0.195344,0.0199002,0.202955
0.479,-0.195533,0.0189976,0.209029
0.48,-0.195722,0.0180951,0.215102
0.481,-0.195911,0.0171925,0.221176
0.482,-0.1961,0.01629,0.22725
0.483,-0.196289,0.0153874,0.233323
0.484,-0.196478,0.0144848,0.239397
0.485,-0.196654,0.0135808,0.245397
0.486,-0.196823,0.012676,0.251351
0.487,-0.196991,0.0117713,0.257306
0.488,-0.19716,0.0108664,0.263261
0.489,-0.197329,0.00996163,0.269216
0.49,-0.197497,0.00905681,0.275171
0.491,-0.197666,0.00815201,0.281126
0.492,-0.197834,0.00724719,0.287081
0.493,-0.197985,0.00634149,0.292988
0.494,-0.198132,0.00543557,0.298883
0.495,-0.198279,0.00452963,0.304779
0.496,-0.198425,0.00362371,0.310675
0.497,-0.198572,0.00271777,0.31657
0.498,-0.198719,0.00181186,0.322466
0.499,-0.198866,0.000905916,0.328362
0.5,-0.199012,7.46018e-10,0.334257
0.501,-0.199136,-0.000905914,0.340153
0.502,-0.199259,-0.00181183,0.346048
0.503,-0.199382,-0.0027178,0.351944
0.504,-0.199505,-0.00362371,0.35784
0.505,-0.199628,-0.00452963,0.363735
0.506,-0.199751,-0.00543554,0.369631
0.507,-0.199875,-0.00634151,0.375527
0.508,-0.199993,-0.00724722,0.381434
0.509,-0.200091,-0.00815201,0.387389
0.51,-0.200189,-0.00905681,0.393343
0.511,-0.200287,-0.0099616,0.399298
0.512,-0.200385,-0.0108665,0.405253
0.513,-0.200482,-0.0117712,0.411208
0.514,-0.20058,-0.012676,0.417163
0.515,-0.200678,-0.0135808,0.423118
0.516,-0.200766,-0.0144848,0.429117
0.517,-0.200837,-0.0153874,0.435191
0.518,-0.200908,-0.0162899,0.441265
0.519,-0.200978,-0.0171925,0.447338
0.52,-0.201049,-0.0180951,0.453412
0.521,-0.20112,-0.0189977,0.459486
0.522,-0.201191,-0.0199002,0.465559
0.523,-0.201262,-0.0208028,0.471633
0.524,-0.201316,-0.0217034,0.477807
0.525,-0.201358,-0.0226026,0.484058
0.526,-0.2014,-0.0235018,0.49031
0.527,-0.201442,-0.024401,0.496562
0.528,-0.201483,-0.0253002,0.502814
0.529,-0.201525,-0.0261994,0.509066
0.53,-0.201567,-0.0270986,0.515317
0.531,-0.201609,-0.0279978,0.521569
0.532,-0.201627,-0.0288936,0.527999
0.533,-0.201638,-0.0297883,0.534489
0.534,-0.201649,-0.030683,0.540978
0.535,-0.20166,-0.0315777,0.547468
0.536,-0.201671,-0.0324724,0.553958
0.537,-0.201682,-0.033367,0.560447
0.538,-0.201692,-0.0342617,0.566937
0.539,-0.201703,-0.0351564,0.573426
0.54,-0.201683,-0.0360458,0.580195
0.541,-0.201661,-0.0369348,0.586983
0.542,-0.201639,-0.0378239,0.59377
0.543,-0.201616,-0.0387129,0.600557
0.544,-0.201594,-0.039602,0.607345
0.545,-0.201572,-0.040491,0.614132
0.546,-0.20155,-0.04138,0.620919
0.547,-0.201523,-0.0422682,0.627751
0.548,-0.201466,-0.0431504,0.634896
0.549,-0.201408,-0.0440327,0.642042
0.55,-0.201351,-0.0449149,0.649187
0.551,-0.201294,-0.0457971,0.656333
0.552,-0.201236,-0.0466793,0.663478
0.553,-0.201179,-0.0475615,0.670623
0.554,-0.201121,-0.0484438,0.677769
0.555,-0.201052,-0.0493235,0.685045
0.556,-0.200958,-0.0501977,0.692608
0.557,-0.200863,-0.0510719,0.700172
