"arc_length","p","u","v"
0.288,0.147441,0.379941,-0.0137646
0.294,0.147379,0.386533,-0.0142713
0.3,0.147317,0.393125,-0.0147781
0.306,0.147255,0.399717,-0.0152849
0.312,0.147193,0.406308,-0.0157917
0.318,0.147131,0.4129,-0.0162984
0.324,0.147069,0.419492,-0.0168052
0.33,0.147007,0.426084,-0.017312
0.336,0.146945,0.432675,-0.0178187
0.342,0.146883,0.439267,-0.0183255
0.348,0.146821,0.445859,-0.0188323
0.354,0.146738,0.452036,-0.0193946
0.36,0.146597,0.457075,-0.0201094
0.366,0.146456,0.462114,-0.0208241
0.372,0.146315,0.467153,-0.0215389
0.378,0.146175,0.472192,-0.0222536
0.384,0.146034,0.477231,-0.0229684
0.39,0.145893,0.48227,-0.0236832
0.396,0.145752,0.487309,-0.0243979
0.402,0.145611,0.492348,-0.0251127
0.408,0.14547,0.497387,-0.0258274
0.414,0.14533,0.502426,-0.0265422
0.42,0.145189,0.507465,-0.0272569
0.426,0.145048,0.512505,-0.0279717
0.432,0.144907,0.517543,-0.0286864
0.438,0.144766,0.522583,-0.0294012
0.444,0.144626,0.527622,-0.0301159
0.45,0.144485,0.532661,-0.0308307
0.456,0.144344,0.5377,-0.0315455
0.462,0.144203,0.542739,-0.0322602
0.468,0.144062,0.547778,-0.032975
0.474,0.143922,0.552817,-0.0336897
0.48,0.143781,0.557856,-0.0344045
0.486,0.14364,0.562895,-0.0351192
0.492,0.143499,0.567934,-0.035834
0.498,0.143358,0.572973,-0.0365487
0.504,0.143217,0.578012,-0.0372635
0.51,0.143077,0.583051,-0.0379782
0.516,0.142936,0.58809,-0.038693
0.522,0.142795,0.593129,-0.0394078
0.528,0.142654,0.598168,-0.0401225
0.534,0.142445,0.602376,-0.0409817
0.54,0.142229,0.606492,-0.0418569
0.546,0.142013,0.610609,-0.042732
0.552,0.141797,0.614725,-0.0436072
0.558,0.141581,0.618841,-0.0444823
0.564,0.141365,0.622958,-0.0453574
0.57,0.141148,0.627074,-0.0462326
0.576,0.140932,0.63119,-0.0471077
0.582,0.140716,0.635307,-0.0479829
0.588,0.1405,0.639423,-0.048858
0.594,0.140284,0.643539,-0.0497332
0.6,0.140067,0.647656,-0.0506083
0.606,0.139851,0.651772,-0.0514834
0.612,0.139635,0.655888,-0.0523586
0.618,0.139419,0.660005,-0.0532337
0.624,0.139203,0.664121,-0.0541089
0.63,0.138986,0.668237,-0.054984
0.636,0.13877,0.672353,-0.0558592
0.642,0.138554,0.67647,-0.0567343
0.648,0.138338,0.680586,-0.0576095
0.654,0.138122,0.684702,-0.0584846
0.66,0.137905,0.688819,-0.0593598
0.666,0.137689,0.692935,-0.0602349
0.672,0.137473,0.697051,-0.06111
0.678,0.137257,0.701168,-0.0619852
0.684,0.137041,0.705284,-0.0628603
0.69,0.136824,0.7094,-0.0637355
0.696,0.136608,0.713517,-0.0646106
0.702,0.136392,0.717633,-0.0654857
0.708,0.136105,0.721498,-0.0664104
0.714,0.135755,0.725144,-0.0673782
0.72,0.135406,0.728791,-0.068346
0.726,0.135057,0.732437,-0.0693138
0.732,0.134707,0.736083,-0.0702816
0.738,0.134358,0.739729,-0.0712494
0.744,0.134009,0.743375,-0.0722172
0.75,0.13366,0.747022,-0.0731851
0.756,0.13331,0.750668,-0.0741529
0.762,0.132961,0.754314,-0.0751207
0.768,0.132612,0.75796,-0.0760885
0.774,0.132262,0.761607,-0.0770563
0.78,0.131913,0.765253,-0.0780241
0.786,0.131564,0.768899,-0.0789919
0.792,0.131214,0.772545,-0.0799597
0.798,0.130865,0.776192,-0.0809275
0.804,0.130516,0.779838,-0.0818953
0.81,0.130166,0.783484,-0.0828631
0.816,0.129817,0.78713,-0.083831
0.822,0.129468,0.790776,-0.0847988
0.828,0.129119,0.794423,-0.0857666
0.834,0.128769,0.798069,-0.0867344
0.84,0.12842,0.801715,-0.0877022
0.846,0.128071,0.805361,-0.08867
0.852,0.127721,0.809008,-0.0896378
0.858,0.127372,0.812654,-0.0906056
0.864,0.127023,0.8163,-0.0915734
0.87,0.126673,0.819946,-0.0925412
0.876,0.126324,0.823592,-0.093509
0.882,0.125949,0.827202,-0.0944889
0.888,0.125443,0.830627,-0.0955282
0.894,0.124938,0.834053,-0.0965676
0.9,0.124433,0.837478,-0.0976069
0.906,0.123928,0.840903,-0.0986462
0.912,0.123423,0.844329,-0.0996856
0.918,0.122917,0.847754,-0.100725
0.924,0.122412,0.85118,-0.101764
0.93,0.121907,0.854605,-0.102804
0.936,0.121402,0.858031,-0.103843
0.942,0.120897,0.861456,-0.104882
0.948,0.120391,0.864882,-0.105922
0.954,0.119886,0.868307,-0.106961
0.96,0.119381,0.871732,-0.108
0.966,0.118876,0.875158,-0.10904
0.972,0.118371,0.878583,-0.110079
0.978,0.117865,0.882009,-0.111118
0.984,0.11736,0.885434,-0.112158
0.99,0.116855,0.88886,-0.113197
0.996,0.11635,0.892285,-0.114236
1.002,0.115845,0.895711,-0.115276
1.008,0.115339,0.899136,-0.116315
1.014,0.114834,0.902562,-0.117354
1.02,0.114329,0.905987,-0.118394
1.026,0.113824,0.909412,-0.119433
1.032,0.113319,0.912838,-0.120472
1.038,0.112813,0.916263,-0.121512
1.044,0.112308,0.919689,-0.122551
1.05,0.111803,0.923114,-0.123591
1.056,0.111298,0.92654,-0.12463
1.062,0.110604,0.92987,-0.125733
1.068,0.109863,0.933176,-0.126853
1.074,0.109122,0.936483,-0.127972
1.08,0.10838,0.939789,-0.129091
1.086,0.107639,0.943096,-0.13021
1.092,0.106898,0.946402,-0.13133
1.098,0.106157,0.949709,-0.132449
1.104,0.105416,0.953015,-0.133568
1.11,0.104675,0.956321,-0.134688
1.116,0.103934,0.959628,-0.135807
1.122,0.103193,0.962934,-0.136926
1.128,0.102452,0.966241,-0.138045
1.134,0.101711,0.969547,-0.139165
1.14,0.10097,0.972854,-0.140284
1.146,0.100229,0.97616,-0.141403
1.152,0.0994879,0.979466,-0.142523
1.158,0.0987468,0.982773,-0.143642
1.164,0.0980057,0.986079,-0.144761
1.17,0.0972647,0.989386,-0.14588
1.176,0.0965236,0.992692,-0.147
1.182,0.0957826,0.995999,-0.148119
1.188,0.0950415,0.999305,-0.149238
1.194,0.0943005,1.00261,-0.150358
1.2,0.0935594,1.00592,-0.151477
1.206,0.0928184,1.00922,-0.152596
1.212,0.0920773,1.01253,-0.153715
1.218,0.0913363,1.01584,-0.154835
1.224,0.0905952,1.01914,-0.155954
1.23,0.0898542,1.02245,-0.157073
1.236,0.0889908,1.02572,-0.158215
1.242,0.0879687,1.02893,-0.159386
1.248,0.0869465,1.03215,-0.160558
1.254,0.0859244,1.03536,-0.161729
1.26,0.0849023,1.03858,-0.1629
1.266,0.0838801,1.0418,-0.164071
1.272,0.082858,1.04501,-0.165243
1.278,0.0818359,1.04823,-0.166414
1.284,0.0808137,1.05144,-0.167585
1.29,0.0797916,1.05466,-0.168756
1.296,0.0787695,1.05787,-0.169928
1.302,0.0777473,1.06109,-0.171099
1.308,0.0767252,1.0643,-0.17227
1.314,0.075703,1.06752,-0.173441
1.32,0.0746809,1.07074,-0.174613
1.326,0.0736588,1.07395,-0.175784
1.332,0.0726366,1.07717,-0.176955
1.338,0.0716145,1.08038,-0.178126
1.344,0.0705924,1.0836,-0.179298
1.35,0.0695702,1.08681,-0.180469
1.356,0.0685481,1.09003,-0.18164
1.362,0.067526,1.09324,-0.182811
1.368,0.0665038,1.09646,-0.183983
1.374,0.0654817,1.09968,-0.185154
1.38,0.0644596,1.10289,-0.186325
1.386,0.0634374,1.10611,-0.187496
1.392,0.0624153,1.10932,-0.188667
1.398,0.0613932,1.11254,-0.189839
1.404,0.060371,1.11575,-0.19101
1.41,0.0593164,1.11896,-0.192185
1.416,0.0578212,1.12199,-0.193409
1.422,0.056326,1.12503,-0.194633
1.428,0.0548309,1.12807,-0.195857
1.434,0.0533357,1.13111,-0.197081
1.44,0.0518405,1.13415,-0.198304
1.446,0.0503453,1.13718,-0.199528
1.452,0.0488501,1.14022,-0.200752
1.458,0.0473549,1.14326,-0.201976
1.464,0.0458597,1.1463,-0.2032
1.47,0.0443645,1.14933,-0.204424
1.476,0.0428694,1.15237,-0.205648
1.482,0.0413742,1.15541,-0.206872
1.488,0.039879,1.15845,-0.208096
1.494,0.0383838,1.16148,-0.20932
1.5,0.0368886,1.16452,-0.210544
1.506,0.0353934,1.16756,-0.211768
1.512,0.0338982,1.1706,-0.212992
1.518,0.032403,1.17363,-0.214216
1.524,0.0309079,1.17667,-0.21544
1.53,0.0294127,1.17971,-0.216664
1.536,0.0279175,1.18275,-0.217887
1.542,0.0264223,1.18578,-0.219111
1.548,0.0249271,1.18882,-0.220335
1.554,0.0234319,1.19186,-0.221559
1.56,0.0219368,1.1949,-0.222783
1.566,0.0204416,1.19793,-0.224007
1.572,0.0189464,1.20097,-0.225231
1.578,0.0174512,1.20401,-0.226455
1.584,0.015956,1.20705,-0.227679
1.59,0.0141456,1.20986,-0.228777
1.596,0.0122017,1.21257,-0.229821
1.602,0.0102577,1.21528,-0.230865
1.608,0.0083137,1.21799,-0.231909
1.614,0.00636977,1.2207,-0.232954
1.62,0.00442579,1.22342,-0.233998
1.626,0.00248181,1.22613,-0.235042
1.632,0.000537871,1.22884,-0.236086
1.638,-0.00140611,1.23155,-0.23713
1.644,-0.00335008,1.23426,-0.238175
1.65,-0.00529402,1.23698,-0.239219
1.656,-0.007238,1.23969,-0.240263
1.662,-0.00929225,1.24211,-0.241223
1.668,-0.011395,1.24441,-0.242146
1.674,-0.0134977,1.24671,-0.243069
1.68,-0.0156004,1.24901,-0.243992
1.686,-0.0177031,1.25132,-0.244915
1.692,-0.0198059,1.25362,-0.245838
1.698,-0.0219086,1.25592,-0.246761
1.704,-0.0240113,1.25822,-0.247684
1.71,-0.026114,1.26052,-0.248607
1.716,-0.0282167,1.26282,-0.24953
1.722,-0.0303194,1.26512,-0.250453
1.728,-0.0324997,1.26724,-0.251287
1.734,-0.0349015,1.26884,-0.251866
1.74,-0.0373033,1.27044,-0.252445
1.746,-0.0397052,1.27204,-0.253024
1.752,-0.042107,1.27364,-0.253603
1.758,-0.0445088,1.27525,-0.254182
1.764,-0.0469107,1.27685,-0.254761
1.77,-0.0493125,1.27845,-0.25534
1.776,-0.0517143,1.28005,-0.255919
1.782,-0.0541161,1.28165,-0.256498
1.788,-0.0565179,1.28326,-0.257077
1.794,-0.059006,1.28445,-0.257475
1.8,-0.0616419,1.28494,-0.257564
1.806,-0.0642779,1.28544,-0.257653
1.812,-0.066914,1.28593,-0.257742
1.818,-0.0695499,1.28642,-0.257831
1.824,-0.0721859,1.28691,-0.25792
1.83,-0.0748219,1.28741,-0.258009
1.836,-0.0774579,1.2879,-0.258099
1.842,-0.0800939,1.28839,-0.258188
1.848,-0.0827299,1.28889,-0.258277
1.854,-0.0853658,1.28938,-0.258366
1.86,-0.0882052,1.28826,-0.257773
1.866,-0.0910455,1.28712,-0.257178
1.872,-0.0938858,1.28599,-0.256582
1.878,-0.0967261,1.28486,-0.255987
1.884,-0.0995664,1.28373,-0.255391
1.89,-0.102407,1.2826,-0.254796
1.896,-0.105247,1.28147,-0.2542
1.902,-0.108087,1.28034,-0.253605
1.908,-0.110928,1.27921,-0.253009
1.914,-0.113782,1.27782,-0.252316
1.92,-0.116745,1.27451,-0.250884
1.926,-0.119707,1.2712,-0.249452
1.932,-0.12267,1.26788,-0.24802
1.938,-0.125632,1.26457,-0.246588
1.944,-0.128595,1.26126,-0.245155
1.95,-0.131557,1.25795,-0.243723
1.956,-0.13452,1.25463,-0.242291
1.962,-0.137482,1.25132,-0.240859
1.968,-0.140445,1.24801,-0.239427
1.974,-0.143422,1.2428,-0.23735
1.98,-0.146405,1.23681,-0.235008
1.986,-0.149388,1.23082,-0.232667
1.992,-0.152371,1.22484,-0.230325
1.998,-0.155354,1.21885,-0.227983
2.004,-0.158337,1.21286,-0.225641
2.01,-0.16132,1.20687,-0.2233
2.016,-0.164304,1.20088,-0.220958
2.022,-0.167287,1.1949,-0.218616
2.028,-0.170198,1.18668,-0.215632
2.034,-0.173085,1.17771,-0.212432
2.04,-0.175973,1.16874,-0.209232
2.046,-0.17886,1.15977,-0.206032
2.052,-0.181747,1.1508,-0.202832
2.058,-0.184635,1.14183,-0.199632
2.064,-0.187522,1.13286,-0.196432
2.07,-0.190409,1.12389,-0.193232
2.076,-0.193253,1.11428,-0.189887
2.082,-0.195937,1.10231,-0.186015
2.088,-0.198621,1.09034,-0.182144
2.094,-0.201306,1.07837,-0.178272
2.1,-0.20399,1.0664,-0.1744
2.106,-0.206674,1.05443,-0.170528
2.112,-0.209359,1.04246,-0.166657
2.118,-0.212043,1.03049,-0.162785
2.124,-0.214702,1.01828,-0.15888
2.13,-0.217104,1.00361,-0.154631
2.136,-0.219506,0.98894,-0.150382
2.142,-0.221908,0.97427,-0.146133
2.148,-0.22431,0.959599,-0.141884
2.154,-0.226712,0.944929,-0.137635
2.16,-0.229114,0.930259,-0.133386
2.166,-0.231516,0.915588,-0.129137
2.172,-0.233806,0.900179,-0.124876
2.178,-0.235885,0.883386,-0.120594
2.184,-0.237964,0.866594,-0.116312
2.19,-0.240043,0.849801,-0.11203
2.196,-0.242122,0.833009,-0.107748
2.202,-0.244201,0.816216,-0.103466
2.208,-0.24628,0.799424,-0.0991836
2.214,-0.248359,0.782631,-0.0949015
2.22,-0.25012,0.764501,-0.0909054
2.226,-0.251873,0.74634,-0.0869161
2.232,-0.253626,0.728178,-0.0829268
2.238,-0.255379,0.710017,-0.0789376
2.244,-0.257133,0.691855,-0.0749482
2.25,-0.258886,0.673694,-0.0709589
2.256,-0.260639,0.655532,-0.0669696
2.262,-0.262102,0.636831,-0.0635014
2.268,-0.263553,0.618105,-0.060057
2.274,-0.265003,0.599378,-0.0566125
2.28,-0.266453,0.580652,-0.0531681
2.286,-0.267904,0.561926,-0.0497236
2.292,-0.269354,0.5432,-0.0462791
2.298,-0.270732,0.524523,-0.043022
2.304,-0.271914,0.505978,-0.0402705
2.31,-0.273097,0.487433,-0.0375191
2.316,-0.274279,0.468888,-0.0347676
2.322,-0.275461,0.450343,-0.0320162
2.328,-0.276644,0.431798,-0.0292647
2.334,-0.277826,0.413253,-0.0265133
2.34,-0.278798,0.395428,-0.0244245
2.346,-0.279747,0.37768,-0.0224073
2.352,-0.280695,0.359933,-0.0203902
2.358,-0.281644,0.342185,-0.018373
2.364,-0.282593,0.324438,-0.0163558
2.37,-0.283542,0.30669,-0.0143387
2.376,-0.284317,0.289993,-0.0128956
2.382,-0.285058,0.273498,-0.0115635
2.388,-0.285799,0.257004,-0.0102315
2.394,-0.286541,0.24051,-0.00889948
2.4,-0.287282,0.224016,-0.00756744
2.406,-0.288012,0.207618,-0.00627099
2.412,-0.288565,0.192677,-0.00551156
2.418,-0.289117,0.177735,-0.00475213
2.424,-0.28967,0.162793,-0.0039927
2.43,-0.290223,0.147852,-0.00323326
2.436,-0.290776,0.13291,-0.00247383
2.442,-0.291225,0.118934,-0.00195113
2.448,-0.291593,0.10571,-0.00161334
2.454,-0.291961,0.0924874,-0.00127555
2.46,-0.292329,0.0792643,-0.000937766
2.466,-0.292697,0.0660411,-0.000599975
2.472,-0.293014,0.053393,-0.000347171
2.478,-0.293222,0.0419516,-0.000272777
2.484,-0.293431,0.0305102,-0.000198383
2.49,-0.293639,0.0190689,-0.00012399
2.496,-0.293848,0.00762758,-4.9596e-05
2.502,nan,nan,nan
2.508,nan,nan,nan
2.514,nan,nan,nan
2.52,nan,nan,nan
2.526,nan,nan,nan
2.532,nan,nan,nan
2.538,nan,nan,nan
2.544,nan,nan,nan
2.55,nan,nan,nan
2.556,nan,nan,nan
2.562,nan,nan,nan
2.568,nan,nan,nan
2.574,nan,nan,nan
2.58,nan,nan,nan
2.586,nan,nan,nan
2.592,nan,nan,nan
2.598,nan,nan,nan
2.604,nan,nan,nan
2.61,nan,nan,nan
2.616,nan,nan,nan
2.622,nan,nan,nan
2.628,nan,nan,nan
2.634,nan,nan,nan
2.64,nan,nan,nan
2.646,nan,nan,nan
2.652,nan,nan,nan
2.658,nan,nan,nan
2.664,nan,nan,nan
2.67,nan,nan,nan
2.676,nan,nan,nan
2.682,nan,nan,nan
2.688,nan,nan,nan
2.694,nan,nan,nan
2.7,nan,nan,nan
2.706,nan,nan,nan
2.712,nan,nan,nan
2.718,nan,nan,nan
2.724,nan,nan,nan
2.73,nan,nan,nan
2.736,nan,nan,nan
2.742,nan,nan,nan
2.748,nan,nan,nan
2.754,nan,nan,nan
2.76,nan,nan,nan
2.766,nan,nan,nan
2.772,nan,nan,nan
2.778,nan,nan,nan
2.784,nan,nan,nan
2.79,nan,nan,nan
2.796,nan,nan,nan
2.802,nan,nan,nan
2.808,nan,nan,nan
2.814,nan,nan,nan
2.82,nan,nan,nan
2.826,nan,nan,nan
2.832,nan,nan,nan
2.838,nan,nan,nan
2.844,nan,nan,nan
2.85,nan,nan,nan
2.856,nan,nan,nan
2.862,nan,nan,nan
2.868,nan,nan,nan
2.874,nan,nan,nan
2.88,nan,nan,nan
2.886,nan,nan,nan
2.892,nan,nan,nan
2.898,nan,nan,nan
2.904,nan,nan,nan
2.91,nan,nan,nan
2.916,nan,nan,nan
2.922,nan,nan,nan
2.928,nan,nan,nan
2.934,nan,nan,nan
2.94,nan,nan,nan
2.946,nan,nan,nan
2.952,nan,nan,nan
2.958,nan,nan,nan
2.964,nan,nan,nan
2.97,nan,nan,nan
2.976,nan,nan,nan
2.982,nan,nan,nan
2.988,nan,nan,nan
2.994,nan,nan,nan
3,nan,nan,nan
3.006,nan,nan,nan
3.012,nan,nan,nan
3.018,nan,nan,nan
3.024,nan,nan,nan
3.03,nan,nan,nan
3.036,nan,nan,nan
3.042,nan,nan,nan
3.048,nan,nan,nan
3.054,nan,nan,nan
3.06,nan,nan,nan
3.066,nan,nan,nan
3.072,nan,nan,nan
3.078,nan,nan,nan
3.084,nan,nan,nan
3.09,nan,nan,nan
3.096,nan,nan,nan
3.102,nan,nan,nan
3.108,nan,nan,nan
3.114,nan,nan,nan
3.12,nan,nan,nan
3.126,nan,nan,nan
3.132,nan,nan,nan
3.138,nan,nan,nan
3.144,nan,nan,nan
3.15,nan,nan,nan
3.156,nan,nan,nan
3.162,nan,nan,nan
3.168,nan,nan,nan
3.174,nan,nan,nan
3.18,nan,nan,nan
3.186,nan,nan,nan
3.192,nan,nan,nan
3.198,nan,nan,nan
3.204,nan,nan,nan
3.21,nan,nan,nan
3.216,nan,nan,nan
3.222,nan,nan,nan
3.228,nan,nan,nan
3.234,nan,nan,nan
3.24,nan,nan,nan
3.246,nan,nan,nan
3.252,nan,nan,nan
3.258,nan,nan,nan
3.264,nan,nan,nan
3.27,nan,nan,nan
3.276,nan,nan,nan
3.282,nan,nan,nan
3.288,nan,nan,nan
3.294,nan,nan,nan
3.3,nan,nan,nan
3.306,nan,nan,nan
3.312,nan,nan,nan
3.318,nan,nan,nan
3.324,nan,nan,nan
3.33,nan,nan,nan
3.336,nan,nan,nan
3.342,nan,nan,nan
3.348,nan,nan,nan
3.354,nan,nan,nan
3.36,nan,nan,nan
3.366,nan,nan,nan
3.372,nan,nan,nan
3.378,nan,nan,nan
3.384,nan,nan,nan
3.39,nan,nan,nan
3.396,nan,nan,nan
3.402,nan,nan,nan
3.408,nan,nan,nan
3.414,nan,nan,nan
3.42,nan,nan,nan
3.426,nan,nan,nan
3.432,nan,nan,nan
3.438,nan,nan,nan
3.444,nan,nan,nan
3.45,nan,nan,nan
3.456,nan,nan,nan
3.462,nan,nan,nan
3.468,nan,nan,nan
3.474,nan,nan,nan
3.48,nan,nan,nan
3.486,nan,nan,nan
3.492,nan,nan,nan
3.498,nan,nan,nan
3.504,-0.293848,0.00762758,4.9596e-05
3.51,-0.293639,0.0190689,0.00012399
3.516,-0.293431,0.0305102,0.000198383
3.522,-0.293222,0.0419516,0.000272777
3.528,-0.293014,0.053393,0.000347171
3.534,-0.292697,0.0660411,0.000599975
3.54,-0.292329,0.0792643,0.000937766
3.546,-0.291961,0.0924874,0.00127555
3.552,-0.291593,0.10571,0.00161334
3.558,-0.291225,0.118934,0.00195113
3.564,-0.290776,0.13291,0.00247383
3.57,-0.290223,0.147852,0.00323326
3.576,-0.28967,0.162793,0.0039927
3.582,-0.289117,0.177735,0.00475213
3.588,-0.288565,0.192677,0.00551156
3.594,-0.288012,0.207618,0.00627099
3.6,-0.287282,0.224016,0.00756744
3.606,-0.286541,0.24051,0.00889948
3.612,-0.285799,0.257004,0.0102315
3.618,-0.285058,0.273498,0.0115635
3.624,-0.284317,0.289993,0.0128956
3.63,-0.283542,0.30669,0.0143387
3.636,-0.282593,0.324438,0.0163558
3.642,-0.281644,0.342185,0.018373
3.648,-0.280695,0.359933,0.0203902
3.654,-0.279747,0.37768,0.0224073
3.66,-0.278798,0.395428,0.0244245
3.666,-0.277826,0.413253,0.0265133
3.672,-0.276644,0.431798,0.0292647
3.678,-0.275461,0.450343,0.0320162
3.684,-0.274279,0.468888,0.0347676
3.69,-0.273097,0.487433,0.0375191
3.696,-0.271914,0.505978,0.0402705
3.702,-0.270732,0.524523,0.043022
3.708,-0.269354,0.5432,0.0462791
3.714,-0.267904,0.561926,0.0497236
3.72,-0.266453,0.580652,0.0531681
3.726,-0.265003,0.599378,0.0566125
3.732,-0.263553,0.618105,0.060057
3.738,-0.262102,0.636831,0.0635014
3.744,-0.260639,0.655532,0.0669696
3.75,-0.258886,0.673694,0.0709589
3.756,-0.257133,0.691855,0.0749482
3.762,-0.255379,0.710017,0.0789376
3.768,-0.253626,0.728178,0.0829268
3.774,-0.251873,0.74634,0.0869161
3.78,-0.25012,0.764501,0.0909054
3.786,-0.248359,0.782631,0.0949015
3.792,-0.24628,0.799424,0.0991836
3.798,-0.244201,0.816216,0.103466
3.804,-0.242122,0.833009,0.107748
3.81,-0.240043,0.849801,0.11203
3.816,-0.237964,0.866594,0.116312
3.822,-0.235885,0.883386,0.120594
3.828,-0.233806,0.900179,0.124876
3.834,-0.231516,0.915588,0.129137
3.84,-0.229114,0.930259,0.133386
3.846,-0.226712,0.944929,0.137635
3.852,-0.22431,0.959599,0.141884
3.858,-0.221908,0.97427,0.146133
3.864,-0.219506,0.98894,0.150382
3.87,-0.217104,1.00361,0.154631
3.876,-0.214702,1.01828,0.15888
3.882,-0.212043,1.03049,0.162785
3.888,-0.209359,1.04246,0.166657
3.894,-0.206674,1.05443,0.170528
3.9,-0.20399,1.0664,0.1744
3.906,-0.201306,1.07837,0.178272
3.912,-0.198621,1.09034,0.182144
3.918,-0.195937,1.10231,0.186015
3.924,-0.193253,1.11428,0.189887
3.93,-0.190409,1.12389,0.193232
3.936,-0.187522,1.13286,0.196432
3.942,-0.184635,1.14183,0.199632
3.948,-0.181747,1.1508,0.202832
3.954,-0.17886,1.15977,0.206032
3.96,-0.175973,1.16874,0.209232
3.966,-0.173085,1.17771,0.212432
3.972,-0.170198,1.18668,0.215632
3.978,-0.167287,1.1949,0.218616
3.984,-0.164304,1.20088,0.220958
3.99,-0.16132,1.20687,0.2233
3.996,-0.158337,1.21286,0.225641
4.002,-0.155354,1.21885,0.227983
4.008,-0.152371,1.22484,0.230325
4.014,-0.149388,1.23082,0.232667
4.02,-0.146405,1.23681,0.235008
4.026,-0.143422,1.2428,0.23735
4.032,-0.140445,1.24801,0.239427
4.038,-0.137482,1.25132,0.240859
4.044,-0.13452,1.25463,0.242291
4.05,-0.131557,1.25795,0.243723
4.056,-0.128595,1.26126,0.245155
4.062,-0.125632,1.26457,0.246588
4.068,-0.12267,1.26788,0.24802
4.074,-0.119707,1.2712,0.249452
4.08,-0.116745,1.27451,0.250884
4.086,-0.113782,1.27782,0.252316
4.092,-0.110928,1.27921,0.253009
4.098,-0.108087,1.28034,0.253605
4.104,-0.105247,1.28147,0.2542
4.11,-0.102407,1.2826,0.254796
4.116,-0.0995664,1.28373,0.255391
4.122,-0.0967261,1.28486,0.255987
4.128,-0.0938858,1.28599,0.256582
4.134,-0.0910455,1.28712,0.257178
4.14,-0.0882052,1.28826,0.257773
4.146,-0.0853658,1.28938,0.258366
4.152,-0.0827299,1.28889,0.258277
4.158,-0.0800939,1.28839,0.258188
4.164,-0.0774579,1.2879,0.258099
4.17,-0.0748219,1.28741,0.258009
4.176,-0.0721859,1.28691,0.25792
4.182,-0.0695499,1.28642,0.257831
4.188,-0.066914,1.28593,0.257742
4.194,-0.0642779,1.28544,0.257653
4.2,-0.0616419,1.28494,0.257564
4.206,-0.059006,1.28445,0.257475
4.212,-0.0565179,1.28326,0.257077
4.218,-0.0541161,1.28165,0.256498
4.224,-0.0517143,1.28005,0.255919
4.23,-0.0493125,1.27845,0.25534
4.236,-0.0469107,1.27685,0.254761
4.242,-0.0445088,1.27525,0.254182
4.248,-0.042107,1.27364,0.253603
4.254,-0.0397052,1.27204,0.253024
4.26,-0.0373033,1.27044,0.252445
4.266,-0.0349015,1.26884,0.251866
4.272,-0.0324997,1.26724,0.251287
4.278,-0.0303194,1.26512,0.250453
4.284,-0.0282167,1.26282,0.24953
4.29,-0.026114,1.26052,0.248607
4.296,-0.0240113,1.25822,0.247684
4.302,-0.0219086,1.25592,0.246761
4.308,-0.0198059,1.25362,0.245838
4.314,-0.0177031,1.25132,0.244915
4.32,-0.0156004,1.24901,0.243992
4.326,-0.0134977,1.24671,0.243069
4.332,-0.011395,1.24441,0.242146
4.338,-0.00929225,1.24211,0.241223
4.344,-0.007238,1.23969,0.240263
4.35,-0.00529402,1.23698,0.239219
4.356,-0.00335008,1.23426,0.238175
4.362,-0.00140611,1.23155,0.23713
4.368,0.000537871,1.22884,0.236086
