"arc_length","p","u","v"
4.374,0.0720092,1.24093,0.23624
4.38,0.0742302,1.23905,0.235532
4.386,0.0764513,1.23718,0.234825
4.392,0.0786723,1.23531,0.234117
4.398,0.0808934,1.23344,0.23341
4.404,0.0831144,1.23157,0.232702
4.41,0.0853354,1.2297,0.231995
4.416,0.0873912,1.22759,0.231176
4.422,0.0890567,1.22495,0.230094
4.428,0.0907222,1.2223,0.229012
4.434,0.0923878,1.21965,0.227929
4.44,0.0940533,1.217,0.226847
4.446,0.0957189,1.21436,0.225765
4.452,0.0973844,1.21171,0.224683
4.458,0.0990499,1.20906,0.223601
4.464,0.100715,1.20641,0.222519
4.47,0.102381,1.20377,0.221437
4.476,0.104047,1.20112,0.220355
4.482,0.105712,1.19847,0.219273
4.488,0.107378,1.19582,0.218191
4.494,0.109043,1.19317,0.217109
4.5,0.110709,1.19053,0.216027
4.506,0.112374,1.18788,0.214945
4.512,0.11404,1.18523,0.213863
4.518,0.115705,1.18258,0.21278
4.524,0.117371,1.17994,0.211698
4.53,0.119036,1.17729,0.210616
4.536,0.120702,1.17464,0.209534
4.542,0.122368,1.17199,0.208452
4.548,0.124033,1.16935,0.20737
4.554,0.125699,1.1667,0.206288
4.56,0.127364,1.16405,0.205206
4.566,0.12903,1.1614,0.204124
4.572,0.130695,1.15876,0.203042
4.578,0.132361,1.15611,0.20196
4.584,0.134026,1.15346,0.200878
4.59,0.135692,1.15081,0.199796
4.596,0.136918,1.1477,0.198591
4.602,0.138111,1.14455,0.197377
4.608,0.139305,1.1414,0.196163
4.614,0.140498,1.13825,0.194949
4.62,0.141692,1.1351,0.193735
4.626,0.142885,1.13196,0.192521
4.632,0.144079,1.12881,0.191307
4.638,0.145272,1.12566,0.190093
4.644,0.146466,1.12251,0.188879
4.65,0.147659,1.11936,0.187665
4.656,0.148852,1.11621,0.186451
4.662,0.150046,1.11306,0.185237
4.668,0.151239,1.10992,0.184023
4.674,0.152433,1.10677,0.182809
4.68,0.153626,1.10362,0.181595
4.686,0.15482,1.10047,0.180381
4.692,0.156013,1.09732,0.179167
4.698,0.157207,1.09417,0.177953
4.704,0.1584,1.09102,0.176739
4.71,0.159594,1.08788,0.175525
4.716,0.160787,1.08473,0.174311
4.722,0.161981,1.08158,0.173097
4.728,0.163174,1.07843,0.171883
4.734,0.164367,1.07528,0.170669
4.74,0.165561,1.07213,0.169455
4.746,0.166754,1.06898,0.168241
4.752,0.167948,1.06584,0.167027
4.758,0.169141,1.06269,0.165813
4.764,0.170335,1.05954,0.164599
4.77,0.171335,1.05627,0.163398
4.776,0.172187,1.05291,0.162207
4.782,0.173038,1.04956,0.161016
4.788,0.173889,1.0462,0.159825
4.794,0.174741,1.04284,0.158634
4.8,0.175592,1.03949,0.157443
4.806,0.176444,1.03613,0.156251
4.812,0.177295,1.03277,0.15506
4.818,0.178147,1.02942,0.153869
4.824,0.178998,1.02606,0.152678
4.83,0.17985,1.0227,0.151487
4.836,0.180701,1.01934,0.150296
4.842,0.181552,1.01599,0.149105
4.848,0.182404,1.01263,0.147914
4.854,0.183255,1.00927,0.146723
4.86,0.184107,1.00592,0.145532
4.866,0.184958,1.00256,0.144341
4.872,0.18581,0.999202,0.14315
4.878,0.186661,0.995845,0.141959
4.884,0.187513,0.992488,0.140768
4.89,0.188364,0.989131,0.139577
4.896,0.189215,0.985774,0.138386
4.902,0.190067,0.982417,0.137195
4.908,0.190918,0.97906,0.136004
4.914,0.19177,0.975703,0.134813
4.92,0.192621,0.972346,0.133622
4.926,0.193473,0.968989,0.132431
4.932,0.194324,0.965631,0.13124
4.938,0.195176,0.962274,0.130049
4.944,0.195975,0.958879,0.128872
4.95,0.196563,0.955327,0.127754
4.956,0.197152,0.951775,0.126636
4.962,0.19774,0.948223,0.125518
4.968,0.198329,0.944671,0.1244
4.974,0.198917,0.941119,0.123281
4.98,0.199505,0.937567,0.122163
4.986,0.200094,0.934015,0.121045
4.992,0.200682,0.930463,0.119927
4.998,0.201271,0.926911,0.118809
5.004,0.201859,0.923359,0.117691
5.01,0.202447,0.919807,0.116572
5.016,0.203036,0.916255,0.115454
5.022,0.203624,0.912703,0.114336
5.028,0.204213,0.909151,0.113218
5.034,0.204801,0.905599,0.1121
5.04,0.20539,0.902047,0.110982
5.046,0.205978,0.898495,0.109863
5.052,0.206566,0.894943,0.108745
5.058,0.207155,0.891391,0.107627
5.064,0.207743,0.887839,0.106509
5.07,0.208332,0.884287,0.105391
5.076,0.20892,0.880735,0.104273
5.082,0.209509,0.877183,0.103154
5.088,0.210097,0.873631,0.102036
5.094,0.210685,0.870079,0.100918
5.1,0.211274,0.866527,0.0997999
5.106,0.211862,0.862975,0.0986818
5.112,0.212451,0.859423,0.0975636
5.118,0.213039,0.85587,0.0964454
5.124,0.213474,0.852059,0.0954058
5.13,0.213878,0.848196,0.0943821
5.136,0.214281,0.844333,0.0933584
5.142,0.214685,0.840469,0.0923347
5.148,0.215089,0.836606,0.091311
5.154,0.215492,0.832742,0.0902873
5.16,0.215896,0.828879,0.0892636
5.166,0.2163,0.825016,0.08824
5.172,0.216703,0.821152,0.0872163
5.178,0.217107,0.817289,0.0861926
5.184,0.217511,0.813425,0.0851689
5.19,0.217914,0.809562,0.0841451
5.196,0.218318,0.805699,0.0831214
5.202,0.218722,0.801835,0.0820978
5.208,0.219125,0.797972,0.0810741
5.214,0.219529,0.794109,0.0800504
5.22,0.219933,0.790245,0.0790267
5.226,0.220336,0.786382,0.078003
5.232,0.22074,0.782518,0.0769792
5.238,0.221144,0.778655,0.0759556
5.244,0.221547,0.774792,0.0749319
5.25,0.221951,0.770928,0.0739082
5.256,0.222355,0.767065,0.0728845
5.262,0.222758,0.763201,0.0718608
5.268,0.223162,0.759338,0.0708371
5.274,0.223566,0.755475,0.0698134
5.28,0.223969,0.751611,0.0687897
5.286,0.224373,0.747748,0.067766
5.292,0.224777,0.743884,0.0667423
5.298,0.22511,0.739757,0.0657745
5.304,0.225361,0.735328,0.0648711
5.31,0.225613,0.730899,0.0639676
5.316,0.225865,0.72647,0.0630641
5.322,0.226116,0.72204,0.0621606
5.328,0.226368,0.717611,0.0612571
5.334,0.22662,0.713182,0.0603536
5.34,0.226871,0.708753,0.0594501
5.346,0.227123,0.704324,0.0585466
5.352,0.227375,0.699894,0.0576431
5.358,0.227627,0.695465,0.0567396
5.364,0.227878,0.691036,0.0558361
5.37,0.22813,0.686607,0.0549327
5.376,0.228382,0.682177,0.0540292
5.382,0.228633,0.677748,0.0531257
5.388,0.228885,0.673319,0.0522222
5.394,0.229137,0.66889,0.0513187
5.4,0.229389,0.66446,0.0504152
5.406,0.22964,0.660031,0.0495117
5.412,0.229892,0.655602,0.0486082
5.418,0.230144,0.651173,0.0477047
5.424,0.230395,0.646744,0.0468012
5.43,0.230647,0.642314,0.0458977
5.436,0.230899,0.637885,0.0449942
5.442,0.231151,0.633456,0.0440907
5.448,0.231402,0.629027,0.0431872
5.454,0.231654,0.624597,0.0422837
5.46,0.231906,0.620168,0.0413802
5.466,0.232157,0.615739,0.0404767
5.472,0.232401,0.611216,0.0395919
5.478,0.232573,0.605837,0.0388764
5.484,0.232744,0.600457,0.0381609
5.49,0.232916,0.595078,0.0374453
5.496,0.233088,0.589699,0.0367298
5.502,0.233259,0.58432,0.0360143
5.508,0.233431,0.578941,0.0352988
5.514,0.233602,0.573562,0.0345833
5.52,0.233774,0.568183,0.0338677
5.526,0.233946,0.562804,0.0331522
5.532,0.234117,0.557425,0.0324367
5.538,0.234289,0.552046,0.0317212
5.544,0.23446,0.546667,0.0310057
5.55,0.234632,0.541288,0.0302901
5.556,0.234804,0.535909,0.0295746
5.562,0.234975,0.53053,0.0288591
5.568,0.235147,0.52515,0.0281436
5.574,0.235318,0.519772,0.0274281
5.58,0.23549,0.514392,0.0267125
5.586,0.235662,0.509013,0.025997
5.592,0.235833,0.503634,0.0252815
5.598,0.236005,0.498255,0.024566
5.604,0.236176,0.492876,0.0238504
5.61,0.236348,0.487497,0.0231349
5.616,0.23652,0.482118,0.0224194
5.622,0.236691,0.476739,0.0217039
5.628,0.236863,0.47136,0.0209884
5.634,0.237034,0.465981,0.0202728
5.64,0.237206,0.460602,0.0195573
5.646,0.237378,0.455223,0.0188418
5.652,0.237483,0.448802,0.0182891
5.658,0.237564,0.442002,0.0177958
5.664,0.237645,0.435202,0.0173024
5.67,0.237726,0.428402,0.0168091
5.676,0.237807,0.421602,0.0163157
5.682,0.237889,0.414802,0.0158224
5.688,0.23797,0.408002,0.0153291
5.694,0.238051,0.401201,0.0148357
5.7,0.238132,0.394401,0.0143424
5.706,0.238213,0.387601,0.013849
5.712,0.238294,0.380801,0.0133557
5.718,0.238375,0.374001,0.0128624
5.724,0.238456,0.367201,0.012369
5.73,0.238538,0.360401,0.0118757
5.736,0.238619,0.353601,0.0113823
5.742,0.2387,0.3468,0.010889
5.748,0.238781,0.34,0.0103957
5.754,0.238862,0.3332,0.00990231
5.76,0.238943,0.3264,0.00940896
5.766,0.239024,0.3196,0.00891562
5.772,0.239105,0.3128,0.00842227
5.778,0.239187,0.306,0.00792892
5.784,0.239268,0.2992,0.0074356
5.79,0.239349,0.292399,0.00694225
5.796,0.23943,0.285599,0.00644891
5.802,0.239511,0.278799,0.00595556
5.808,0.239592,0.271999,0.00546222
5.814,0.239673,0.265199,0.00496889
5.82,0.239754,0.258399,0.00447555
5.826,0.239858,0.25092,0.004111
5.832,0.240002,0.242268,0.00396924
5.838,0.240146,0.233615,0.00382748
5.844,0.24029,0.224963,0.00368572
5.85,0.240433,0.216311,0.00354397
5.856,0.240577,0.207658,0.00340221
5.862,0.240721,0.199006,0.00326045
5.868,0.240864,0.190353,0.00311869
5.874,0.241008,0.181701,0.00297693
5.88,0.241152,0.173048,0.00283517
5.886,0.241295,0.164396,0.00269341
5.892,0.241439,0.155744,0.00255165
5.898,0.241583,0.147091,0.00240989
5.904,0.241727,0.138439,0.00226814
5.91,0.24187,0.129786,0.00212638
5.916,0.242014,0.121134,0.00198462
5.922,0.242158,0.112482,0.00184286
5.928,0.242301,0.103829,0.0017011
5.934,0.242445,0.0951766,0.00155934
5.94,0.242589,0.0865241,0.00141758
5.946,0.242732,0.0778716,0.00127582
5.952,0.242876,0.0692195,0.00113407
5.958,0.24302,0.060567,0.000992311
5.964,0.243163,0.0519145,0.000850552
5.97,0.243307,0.043262,0.000708792
5.976,0.243451,0.0346096,0.000567032
5.982,0.243595,0.0259571,0.000425273
5.988,0.243738,0.017305,0.000283519
5.994,0.243882,0.00865248,0.00014176
6,0.244026,0,0
