"arc_length","u","v","p"
0.619,-0.130471,-0.070058,-0.0591052
0.62,-0.129631,-0.0712678,-0.0589714
0.621,-0.128791,-0.0724776,-0.0588376
0.622,-0.127951,-0.0736874,-0.0587039
0.623,-0.12711,-0.0748973,-0.0585701
0.624,-0.12627,-0.0761072,-0.0584363
0.625,-0.12543,-0.077317,-0.0583026
0.626,-0.124438,-0.0785531,-0.0579997
0.627,-0.123445,-0.0797892,-0.0576969
0.628,-0.122453,-0.0810253,-0.0573941
0.629,-0.12146,-0.0822614,-0.0570913
0.63,-0.120468,-0.0834975,-0.0567885
0.631,-0.119475,-0.0847336,-0.0564857
0.632,-0.118483,-0.0859698,-0.0561829
0.633,-0.11749,-0.0872058,-0.0558801
0.634,-0.116498,-0.0884419,-0.0555773
0.635,-0.115505,-0.089678,-0.0552745
0.636,-0.114513,-0.0909141,-0.0549717
0.637,-0.11352,-0.0921503,-0.0546688
0.638,-0.112528,-0.0933864,-0.054366
0.639,-0.111535,-0.0946225,-0.0540632
0.64,-0.110543,-0.0958586,-0.0537604
0.641,-0.10955,-0.0970946,-0.0534576
0.642,-0.108558,-0.0983308,-0.0531548
0.643,-0.107565,-0.0995669,-0.052852
0.644,-0.106573,-0.100803,-0.0525492
0.645,-0.10558,-0.102039,-0.0522464
0.646,-0.104587,-0.103275,-0.0519435
0.647,-0.103595,-0.104511,-0.0516407
0.648,-0.102602,-0.105747,-0.0513379
0.649,-0.10161,-0.106984,-0.0510351
0.65,-0.100617,-0.10822,-0.0507323
0.651,-0.0996248,-0.109456,-0.0504295
0.652,-0.0986323,-0.110692,-0.0501267
0.653,-0.0976398,-0.111928,-0.0498239
0.654,-0.0966473,-0.113164,-0.0495211
0.655,-0.0956548,-0.1144,-0.0492183
0.656,-0.0946622,-0.115636,-0.0489154
0.657,-0.0935688,-0.11685,-0.0484588
0.658,-0.0924417,-0.118056,-0.0479509
0.659,-0.0913146,-0.119262,-0.047443
0.66,-0.0901874,-0.120468,-0.0469351
0.661,-0.0890604,-0.121674,-0.0464272
0.662,-0.0879333,-0.12288,-0.0459193
0.663,-0.0868062,-0.124086,-0.0454114
0.664,-0.0856791,-0.125292,-0.0449035
0.665,-0.0845519,-0.126498,-0.0443956
0.666,-0.0834249,-0.127705,-0.0438877
0.667,-0.0822978,-0.128911,-0.0433798
0.668,-0.0811707,-0.130117,-0.0428719
0.669,-0.0800435,-0.131323,-0.042364
0.67,-0.0789164,-0.132529,-0.0418561
0.671,-0.0777894,-0.133735,-0.0413482
0.672,-0.0766623,-0.134941,-0.0408403
0.673,-0.0755352,-0.136147,-0.0403324
0.674,-0.074408,-0.137353,-0.0398245
0.675,-0.0732809,-0.138559,-0.0393166
0.676,-0.0721539,-0.139765,-0.0388087
0.677,-0.0710268,-0.140971,-0.0383008
0.678,-0.0698997,-0.142177,-0.0377929
0.679,-0.0687725,-0.143384,-0.037285
0.68,-0.0676454,-0.14459,-0.0367771
0.681,-0.0665184,-0.145796,-0.0362692
0.682,-0.0653913,-0.147002,-0.0357613
0.683,-0.0642641,-0.148208,-0.0352534
0.684,-0.063137,-0.149414,-0.0347455
0.685,-0.0620099,-0.15062,-0.0342376
0.686,-0.0608829,-0.151826,-0.0337297
0.687,-0.0597558,-0.153032,-0.0332218
0.688,-0.0585675,-0.154186,-0.0325929
0.689,-0.0573183,-0.155287,-0.0318431
0.69,-0.056069,-0.156388,-0.0310932
0.691,-0.0548197,-0.157489,-0.0303434
0.692,-0.0535704,-0.158591,-0.0295935
0.693,-0.0523211,-0.159692,-0.0288436
0.694,-0.0510718,-0.160793,-0.0280938
0.695,-0.0498226,-0.161894,-0.0273439
0.696,-0.0485733,-0.162996,-0.0265941
0.697,-0.0473239,-0.164097,-0.0258442
0.698,-0.0460747,-0.165198,-0.0250943
0.699,-0.0448254,-0.166299,-0.0243445
0.7,-0.0435761,-0.1674,-0.0235946
0.701,-0.0423269,-0.168502,-0.0228448
0.702,-0.0410775,-0.169603,-0.0220949
0.703,-0.0398282,-0.170704,-0.021345
0.704,-0.038579,-0.171805,-0.0205952
0.705,-0.0373297,-0.172907,-0.0198453
0.706,-0.0360804,-0.174008,-0.0190955
0.707,-0.0348311,-0.175109,-0.0183456
0.708,-0.0335818,-0.17621,-0.0175958
0.709,-0.0323326,-0.177311,-0.0168459
0.71,-0.0310833,-0.178413,-0.0160961
0.711,-0.0298339,-0.179514,-0.0153462
0.712,-0.0285847,-0.180615,-0.0145963
0.713,-0.0273354,-0.181716,-0.0138465
0.714,-0.0260861,-0.182818,-0.0130966
0.715,-0.0248369,-0.183919,-0.0123468
0.716,-0.0235875,-0.18502,-0.0115969
0.717,-0.0223382,-0.186121,-0.010847
0.718,-0.021089,-0.187222,-0.0100972
0.719,-0.019808,-0.188275,-0.00927778
0.72,-0.0184319,-0.189179,-0.00824962
0.721,-0.0170559,-0.190084,-0.00722151
0.722,-0.0156798,-0.190988,-0.00619341
0.723,-0.0143038,-0.191893,-0.00516531
0.724,-0.0129278,-0.192797,-0.00413721
0.725,-0.0115517,-0.193702,-0.00310905
0.726,-0.0101756,-0.194606,-0.00208095
0.727,-0.00879962,-0.195511,-0.00105285
0.728,-0.00742359,-0.196415,-2.47516e-05
0.729,-0.00604756,-0.19732,0.00100335
0.73,-0.00467144,-0.198224,0.00203151
0.731,-0.00329542,-0.199129,0.00305961
0.732,-0.00191939,-0.200033,0.00408771
0.733,-0.000543357,-0.200938,0.00511581
0.734,0.000832755,-0.201842,0.00614397
0.735,0.00220878,-0.202747,0.00717207
0.736,0.00358481,-0.203651,0.00820017
0.737,0.00496084,-0.204556,0.00922827
0.738,0.00633687,-0.20546,0.0102564
0.739,0.00771298,-0.206365,0.0112845
0.74,0.00908901,-0.207269,0.0123126
0.741,0.010465,-0.208174,0.0133407
0.742,0.0118411,-0.209078,0.0143688
0.743,0.0132171,-0.209983,0.0153969
0.744,0.0145932,-0.210887,0.0164251
0.745,0.0159692,-0.211792,0.0174532
0.746,0.0173453,-0.212696,0.0184813
0.747,0.0187213,-0.213601,0.0195094
0.748,0.0200974,-0.214505,0.0205376
0.749,0.0214734,-0.21541,0.0215657
0.75,0.0228495,-0.216314,0.0225938
0.751,0.0243878,-0.216923,0.0239333
0.752,0.0259261,-0.217533,0.0252728
0.753,0.0274645,-0.218142,0.0266125
0.754,0.0290028,-0.218752,0.027952
0.755,0.0305411,-0.219361,0.0292915
0.756,0.0320794,-0.21997,0.0306311
0.757,0.0336178,-0.22058,0.0319707
0.758,0.0351561,-0.221189,0.0333102
0.759,0.0366944,-0.221799,0.0346498
0.76,0.0382327,-0.222408,0.0359893
0.761,0.039771,-0.223017,0.0373289
0.762,0.0413094,-0.223627,0.0386685
0.763,0.0428477,-0.224236,0.040008
0.764,0.0443861,-0.224846,0.0413476
0.765,0.0459244,-0.225455,0.0426871
0.766,0.0474627,-0.226064,0.0440267
0.767,0.0490011,-0.226674,0.0453663
0.768,0.0505394,-0.227283,0.0467058
0.769,0.0520777,-0.227893,0.0480454
0.77,0.053616,-0.228502,0.0493849
0.771,0.0551544,-0.229111,0.0507245
0.772,0.0566927,-0.229721,0.0520641
0.773,0.058231,-0.23033,0.0534036
0.774,0.0597693,-0.23094,0.0547431
0.775,0.0613076,-0.231549,0.0560827
0.776,0.062846,-0.232158,0.0574223
0.777,0.0643843,-0.232768,0.0587618
0.778,0.0659226,-0.233377,0.0601014
0.779,0.0674609,-0.233986,0.0614409
0.78,0.0689993,-0.234596,0.0627805
0.781,0.0705377,-0.235205,0.0641201
0.782,0.0722619,-0.235518,0.0657124
0.783,0.0740482,-0.235732,0.0673889
0.784,0.0758344,-0.235947,0.0690655
0.785,0.0776207,-0.236161,0.0707421
0.786,0.079407,-0.236375,0.0724187
0.787,0.0811932,-0.236589,0.0740953
0.788,0.0829795,-0.236803,0.0757718
0.789,0.0847657,-0.237018,0.0774484
0.79,0.086552,-0.237232,0.079125
0.791,0.0883383,-0.237446,0.0808016
0.792,0.0901245,-0.23766,0.0824781
0.793,0.0919108,-0.237874,0.0841547
0.794,0.0936971,-0.238088,0.0858313
0.795,0.0954833,-0.238303,0.0875079
0.796,0.0972696,-0.238517,0.0891844
0.797,0.0990558,-0.238731,0.090861
0.798,0.100842,-0.238945,0.0925375
0.799,0.102628,-0.239159,0.0942142
0.8,0.104415,-0.239374,0.0958907
0.801,0.106201,-0.239588,0.0975673
0.802,0.107987,-0.239802,0.0992438
0.803,0.109773,-0.240016,0.10092
0.804,0.11156,-0.24023,0.102597
0.805,0.113346,-0.240445,0.104274
0.806,0.115132,-0.240659,0.10595
0.807,0.116918,-0.240873,0.107627
0.808,0.118705,-0.241087,0.109303
0.809,0.120491,-0.241301,0.11098
0.81,0.122277,-0.241515,0.112656
0.811,0.124063,-0.24173,0.114333
0.812,0.12585,-0.241944,0.11601
0.813,0.127843,-0.241921,0.11786
0.814,0.130043,-0.241661,0.119885
0.815,0.132244,-0.241401,0.121909
0.816,0.134444,-0.241141,0.123934
0.817,0.136644,-0.240881,0.125958
0.818,0.138845,-0.240621,0.127983
0.819,0.141045,-0.240361,0.130007
0.82,0.143245,-0.240101,0.132031
0.821,0.145445,-0.23984,0.134056
0.822,0.147646,-0.23958,0.136081
0.823,0.149846,-0.23932,0.138105
0.824,0.152046,-0.23906,0.140129
0.825,0.154247,-0.2388,0.142154
0.826,0.156447,-0.23854,0.144178
0.827,0.158647,-0.23828,0.146203
0.828,0.160848,-0.23802,0.148227
0.829,0.163048,-0.23776,0.150252
0.83,0.165248,-0.2375,0.152276
0.831,0.167448,-0.23724,0.154301
0.832,0.169649,-0.23698,0.156325
0.833,0.171849,-0.23672,0.15835
0.834,0.174049,-0.23646,0.160374
0.835,0.17625,-0.2362,0.162399
0.836,0.17845,-0.23594,0.164423
0.837,0.18065,-0.23568,0.166448
0.838,0.182851,-0.23542,0.168472
0.839,0.185051,-0.23516,0.170497
0.84,0.187251,-0.2349,0.172521
0.841,0.189452,-0.23464,0.174546
0.842,0.191652,-0.234379,0.17657
0.843,0.193852,-0.234119,0.178595
0.844,0.196221,-0.233732,0.180703
0.845,0.199095,-0.232963,0.183063
0.846,0.201969,-0.232195,0.185423
0.847,0.204843,-0.231426,0.187783
0.848,0.207716,-0.230657,0.190142
0.849,0.21059,-0.229888,0.192502
0.85,0.213464,-0.229119,0.194862
0.851,0.216338,-0.228351,0.197222
0.852,0.219212,-0.227582,0.199582
0.853,0.222086,-0.226813,0.201942
0.854,0.22496,-0.226044,0.204302
0.855,0.227834,-0.225275,0.206662
0.856,0.230708,-0.224507,0.209022
0.857,0.233582,-0.223738,0.211382
0.858,0.236455,-0.222969,0.213742
0.859,0.239329,-0.2222,0.216102
0.86,0.242203,-0.221432,0.218461
0.861,0.245077,-0.220663,0.220821
0.862,0.247951,-0.219894,0.223181
0.863,0.250825,-0.219125,0.225541
0.864,0.253699,-0.218356,0.227901
0.865,0.256573,-0.217588,0.230261
0.866,0.259447,-0.216819,0.232621
0.867,0.262321,-0.21605,0.234981
0.868,0.265194,-0.215281,0.237341
0.869,0.268069,-0.214512,0.239701
0.87,0.270942,-0.213744,0.242061
0.871,0.273816,-0.212975,0.24442
0.872,0.27669,-0.212206,0.24678
0.873,0.279564,-0.211437,0.24914
0.874,0.282438,-0.210668,0.2515
0.875,0.285312,-0.2099,0.25386
0.876,0.289195,-0.208649,0.256522
0.877,0.293078,-0.207399,0.259184
0.878,0.296962,-0.206149,0.261847
0.879,0.300845,-0.204898,0.264509
0.88,0.304729,-0.203648,0.267171
0.881,0.308612,-0.202398,0.269833
0.882,0.312495,-0.201147,0.272496
0.883,0.316379,-0.199897,0.275158
0.884,0.320262,-0.198647,0.27782
0.885,0.324145,-0.197396,0.280482
0.886,0.328029,-0.196146,0.283144
0.887,0.331912,-0.194896,0.285807
0.888,0.335795,-0.193645,0.288469
0.889,0.339679,-0.192395,0.291131
0.89,0.343562,-0.191145,0.293793
0.891,0.347445,-0.189894,0.296455
0.892,0.351329,-0.188644,0.299118
0.893,0.355212,-0.187394,0.30178
0.894,0.359095,-0.186143,0.304442
0.895,0.362979,-0.184893,0.307104
0.896,0.366862,-0.183643,0.309766
0.897,0.370745,-0.182392,0.312429
0.898,0.374629,-0.181142,0.315091
0.899,0.378512,-0.179892,0.317753
0.9,0.382395,-0.178641,0.320415
0.901,0.386279,-0.177391,0.323077
0.902,0.390162,-0.176141,0.32574
0.903,0.394045,-0.17489,0.328402
0.904,0.397929,-0.17364,0.331064
0.905,0.401812,-0.17239,0.333726
0.906,0.405695,-0.171139,0.336388
0.907,0.410564,-0.169598,0.339279
0.908,0.415762,-0.16796,0.342245
0.909,0.420959,-0.166321,0.345211
0.91,0.426157,-0.164683,0.348177
0.911,0.431355,-0.163044,0.351143
0.912,0.436552,-0.161406,0.354109
0.913,0.44175,-0.159767,0.357076
0.914,0.446948,-0.158129,0.360042
0.915,0.452145,-0.15649,0.363008
0.916,0.457343,-0.154852,0.365974
0.917,0.46254,-0.153214,0.36894
0.918,0.467738,-0.151575,0.371906
0.919,0.472936,-0.149937,0.374873
0.92,0.478133,-0.148298,0.377839
0.921,0.483331,-0.14666,0.380805
0.922,0.488529,-0.145022,0.383771
0.923,0.493726,-0.143383,0.386737
0.924,0.498924,-0.141745,0.389703
0.925,0.504121,-0.140106,0.39267
0.926,0.509319,-0.138468,0.395636
0.927,0.514517,-0.136829,0.398602
0.928,0.519714,-0.135191,0.401568
0.929,0.524912,-0.133552,0.404534
0.93,0.53011,-0.131914,0.4075
0.931,0.535307,-0.130276,0.410467
0.932,0.540505,-0.128637,0.413433
0.933,0.545703,-0.126999,0.416399
0.934,0.5509,-0.12536,0.419365
0.935,0.556098,-0.123722,0.422331
0.936,0.561295,-0.122083,0.425297
0.937,0.566493,-0.120445,0.428263
0.938,0.572358,-0.118686,0.431657
0.939,0.578891,-0.116806,0.435477
0.94,0.585425,-0.114927,0.439298
0.941,0.591958,-0.113047,0.443118
0.942,0.598491,-0.111168,0.446939
0.943,0.605024,-0.109288,0.45076
0.944,0.611557,-0.107408,0.45458
0.945,0.61809,-0.105529,0.458401
0.946,0.624623,-0.103649,0.462221
0.947,0.631157,-0.101769,0.466042
0.948,0.63769,-0.0998898,0.469862
0.949,0.644223,-0.0980102,0.473683
0.95,0.650756,-0.0961306,0.477503
0.951,0.657289,-0.094251,0.481324
0.952,0.663822,-0.0923713,0.485144
0.953,0.670356,-0.0904917,0.488965
0.954,0.676889,-0.0886121,0.492785
0.955,0.683422,-0.0867325,0.496606
0.956,0.689955,-0.0848529,0.500426
0.957,0.696488,-0.0829732,0.504247
0.958,0.703021,-0.0810936,0.508067
0.959,0.709554,-0.0792141,0.511888
0.96,0.716087,-0.0773345,0.515708
0.961,0.722621,-0.0754548,0.519529
0.962,0.729154,-0.0735752,0.52335
0.963,0.735687,-0.0716956,0.52717
0.964,0.74222,-0.069816,0.530991
0.965,0.748753,-0.0679364,0.534811
0.966,0.755287,-0.0660567,0.538632
0.967,0.76182,-0.0641771,0.542452
0.968,0.768353,-0.0622975,0.546273
0.969,0.775066,-0.0604007,0.550032
0.97,0.782323,-0.0584522,0.553608
0.971,0.789579,-0.0565038,0.557184
0.972,0.796834,-0.0545554,0.56076
0.973,0.80409,-0.0526071,0.564336
0.974,0.811346,-0.0506587,0.567913
0.975,0.818602,-0.0487102,0.571489
0.976,0.825858,-0.0467618,0.575065
0.977,0.833114,-0.0448134,0.578641
0.978,0.84037,-0.042865,0.582217
0.979,0.847626,-0.0409166,0.585793
0.98,0.854882,-0.0389681,0.589369
0.981,0.862138,-0.0370198,0.592945
0.982,0.869393,-0.0350714,0.596521
0.983,0.876649,-0.033123,0.600097
0.984,0.883906,-0.0311745,0.603673
0.985,0.891161,-0.0292261,0.607249
0.986,0.898417,-0.0272777,0.610825
0.987,0.905673,-0.0253293,0.614402
0.988,0.912929,-0.023381,0.617978
0.989,0.920185,-0.0214325,0.621554
0.99,0.927441,-0.0194841,0.62513
0.991,0.934697,-0.0175357,0.628706
0.992,0.941953,-0.0155873,0.632282
0.993,0.949208,-0.0136389,0.635858
0.994,0.956465,-0.0116904,0.639434
0.995,0.96372,-0.00974203,0.64301
0.996,0.970976,-0.00779365,0.646586
0.997,0.978232,-0.00584527,0.650162
0.998,0.985488,-0.00389677,0.653738
0.999,0.992744,-0.00194838,0.657314
1,1,0,0.660891
